Date,VIX,Log Total Assets,Log Currency in Circulation ($ Bil),Effective Federal Funds Rate (%),Loss Function
2015-01-31,19.1195,15.32117564,7.195522598,0.11483871,-3.303349592
2015-02-28,15.90421053,15.31878813,7.20136214,0.110714286,-2.614517199
2015-03-31,14.81272727,15.31699309,7.211382548,0.112903226,-2.370226502
2015-04-30,13.4947619,15.31565927,7.215185713,0.124666667,-2.397627794
2015-05-31,13.3385,15.31503628,7.218594456,0.123225806,-3.071688331
2015-06-30,14.33954545,15.31492359,7.2197577,0.129,-2.194130278
2015-07-31,14.35227273,15.31691804,7.222401918,0.130322581,-2.089988268
2015-08-31,19.42809524,15.31613154,7.226247373,0.138064516,-1.804268513
2015-09-30,24.37714286,15.3161823,7.232640791,0.136,-1.586214918
2015-10-31,16.78954545,15.31856521,7.238086556,0.123548387,-1.709002709
2015-11-30,16.21,15.31655687,7.246361665,0.117666667,-1.921090803
2015-12-31,18.02545455,15.31652585,7.254915764,0.240645161,-1.759177483
2016-01-31,23.71789474,15.31733486,7.256530981,0.342903226,-1.079594443
2016-02-29,22.517,15.3164273,7.259099414,0.375172414,-1.176821854
2016-03-31,15.84909091,15.31609734,7.270227009,0.362258065,-1.378825584
2016-04-30,14.30047619,15.31672798,7.275614223,0.365333333,-1.493512122
2016-05-31,14.85285714,15.31348789,7.28000653,0.36516129,-0.892665495
2016-06-30,17.77454545,15.31273085,7.284481898,0.377666667,-1.061595672
2016-07-31,13.1585,15.31336183,7.288707213,0.391612903,-0.815379536
2016-08-31,12.39956522,15.31218036,7.289160318,0.396774194,-0.901463501
2016-09-30,14.21952381,15.31211919,7.293187733,0.396333333,-1.099896862
2016-10-31,14.5852381,15.31059279,7.296962779,0.396451613,-0.84236148
2016-11-30,15.23619048,15.30948806,7.305550918,0.406666667,-0.546663415
2016-12-31,12.47238095,15.31066667,7.312790128,0.54,-0.519441513
2017-01-31,11.6085,15.30949306,7.316268238,0.649677419,-0.499787461
2017-02-28,11.53052632,15.31029463,7.316318749,0.656785714,-0.372836228
2017-03-31,11.89782609,15.31224054,7.331138102,0.786129032,-0.254522988
2017-04-30,13.13631579,15.31449378,7.339195104,0.896,-0.24850999
2017-05-31,10.86227273,15.31256688,7.344824475,0.907419355,-0.280618992
2017-06-30,10.51363636,15.31269291,7.349365703,1.04,-0.182453787
2017-07-31,10.2645,15.31268423,7.35410158,1.150645161,-0.260024187
2017-08-31,11.97565217,15.31133161,7.355825239,1.157096774,-0.405176421
2017-09-30,10.438,15.31059682,7.364100588,1.153333333,-0.263221036
2017-10-31,10.12545455,15.31125763,7.367243976,1.153870968,-0.133134846
2017-11-30,10.54047619,15.30850162,7.372828398,1.157,-0.131927828
2017-12-31,10.2645,15.30762918,7.380595195,1.301612903,-0.087970518
2018-01-31,11.06238095,15.30569036,7.384821782,1.414516129,-0.072211146
2018-02-28,22.46473684,15.30055627,7.387882955,1.4175,-0.056354242
2018-03-31,19.02380952,15.29693184,7.39819721,1.506129032,0.006857353
2018-04-30,18.26761905,15.29304872,7.40242149,1.692333333,0.000151903
2018-05-31,14.12454545,15.28415719,7.409063031,1.7,0.051604926
2018-06-30,13.67809524,15.27792556,7.415338702,1.819666667,0.004514261
2018-07-31,13.14761905,15.27122959,7.420013925,1.91,0.055669035
2018-08-31,12.54695652,15.25961802,7.421541316,1.91483871,0.040663781
2018-09-30,12.91052632,15.25180126,7.429826286,1.954666667,0.091552564
2018-10-31,19.35217391,15.24294,7.432561793,2.187741935,0.035108019
2018-11-30,19.38904762,15.23204286,7.439325586,2.197666667,0.043580072
2018-12-31,24.95315789,15.22248143,7.442429598,2.274193548,0.013209468
2019-01-31,19.57238095,15.21431213,7.444088286,2.4,-0.027604851
2019-02-28,15.23052632,15.20247913,7.442952049,2.4,-0.070025776
2019-03-31,14.4852381,15.19295702,7.449650553,2.40516129,-0.151081883
2019-04-30,12.94904762,15.18493803,7.453798663,2.423666667,0.06400798
2019-05-31,16.72181818,15.16920605,7.457162912,2.390967742,0.011074432
2019-06-30,15.836,15.1615318,7.460352638,2.377666667,0.080157544
2019-07-31,13.30590909,15.15150503,7.465596808,2.402903226,0.019472121
2019-08-31,18.97909091,15.14340571,7.466865368,2.125806452,0.068156518
2019-09-30,15.559,15.15271912,7.474580445,2.043,0.16740392
2019-10-31,15.46652174,15.19431595,7.47844371,1.829677419,0.079549444
2019-11-30,12.5235,15.21240164,7.487510332,1.553333333,-0.026577107
2019-12-31,13.75666667,15.23038205,7.49234782,1.550967742,0.028774438
